"Время","Amigo, Визиты","Amigo, Доля","UC Browser, Визиты","UC Browser, Доля","Internet Explorer, Визиты","Internet Explorer, Доля","Android Browser, Визиты","Android Browser, Доля","Firefox, Визиты","Firefox, Доля","Opera, Визиты","Opera, Доля","Safari, Визиты","Safari, Доля","Яндекс.Браузер, Визиты","Яндекс.Браузер, Доля","Google Chrome, Визиты","Google Chrome, Доля","Edge, Визиты","Edge, Доля","Samsung Internet, Визиты","Samsung Internet, Доля","MIUI browser, Визиты","MIUI browser, Доля","Остальные, Визиты","Остальные, Доля"
"2016-06-27 - 2016-07-03","31717924","0.011274945504340956","25640545","0.009114586048462756","175640070","0.062435745089389545","116662954","0.041470824153732","251651795","0.08945605250503096","266832442","0.09485240088034196","249362963","0.08864242876128936","481291731","0.17108742800174837","1098976702","0.39065931381859514","35391789","0.012580914572975636","30729006","0.010923409364766944","0","0.0","49235321","0.017501951299326333"
"2016-07-04 - 2016-07-10","30589152","0.010980051823182095","25921519","0.009304593404733788","173056709","0.06211913403710386","117736461","0.04226179409151512","247455292","0.08882468955271","261055122","0.09370638219284814","250901425","0.09006168752276089","476968088","0.17120887575582608","1085387791","0.38960263407854984","35433035","0.012718775615375839","31774577","0.011405563061038433","0","0.0","49604948","0.017805818864356"
"2016-07-11 - 2016-07-17","29604974","0.010929518187293357","25060866","0.009251931473958454","167868721","0.06197351293898026","114040830","0.04210141598432175","239382097","0.08837470969823931","252141358","0.09308515379982583","242823212","0.08964509517390525","461101878","0.17022887308720905","1061980266","0.3920602204140979","34286626","0.012657883180303597","31827501","0.01175002724324627","0","0.0","48598880","0.01794165881861904"
"2016-07-18 - 2016-07-24","29826036","0.010871751556513837","25070024","0.009138159440424442","166719366","0.06077011128168357","116335670","0.042404981386080946","240026372","0.08749091174554238","253086790","0.09225150479653382","248465534","0.09056703197181623","471501309","0.17186477914862913","1074817388","0.3917767554145357","35012038","0.01276207735493988","33076556","0.012056583690072563","0","0.0","49506404","0.018045352213227492"
"2016-07-25 - 2016-07-31","30199024","0.011061321727831686","24576696","0.009001971105526923","164665959","0.06031397405826564","113435027","0.04154906889879203","239146676","0.08759482834205252","251061371","0.0919589519867103","244261644","0.0894683427534972","471760216","0.17279669460732802","1073605268","0.3932409629543974","35873638","0.013139823706414103","32916045","0.01205651426856661","0","0.0","48644502","0.017817545590617496"
"2016-08-01 - 2016-08-07","29623047","0.010822762651846918","24466114","0.008938680238904154","165694449","0.060536368667799566","115873983","0.04233449096351043","238308576","0.08706589689938454","248227116","0.09068962960564024","247393425","0.09038504109325726","472732489","0.17271253447573554","1075193628","0.3928213542861472","36309861","0.013265786180758278","34247112","0.01251216205703682","0","0.0","49036053","0.017915292879979092"
"2016-08-08 - 2016-08-14","29686621","0.010603597337556628","24949469","0.008911560634059753","167116658","0.05969145999573887","118714766","0.04240306017603883","243228229","0.08687732434900602","252499511","0.09018888146865722","254654053","0.09095845021866261","486524314","0.1737788858013502","1098840175","0.3924885474177158","37246525","0.013303876966099859","35910892","0.01282680972012556","0","0.0","50303280","0.017967545914988624"
"2016-08-15 - 2016-08-21","29823105","0.010559267680347248","25200871","0.008922704147234175","168207086","0.05955595994465332","118144921","0.041830783411468356","245490730","0.08691926380951456","253333498","0.08969610031486373","256122219","0.0906834841410886","490417840","0.1736389704485065","1111905826","0.39368507243198214","37790840","0.013380350417073406","36877037","0.013056806289655944","0","0.0","51039562","0.018071236963611924"
"2016-08-22 - 2016-08-28","30248634","0.010598846624593521","24905901","0.00872680150602207","169948034","0.0595482475842448","119180493","0.04175976230696705","247316244","0.08665736568225026","255170742","0.08940951044406581","256897346","0.0900144968040254","500952286","0.17552913118501512","1122798448","0.39341837851863476","38399406","0.013454803105141749","37107635","0.013002178279071987","0","0.0","51030084","0.01788047795996751"
"2016-08-29 - 2016-09-04","31245495","0.010647632056846212","25178983","0.008580326429444816","173380880","0.05908358359924228","121635167","0.041450023543843445","253063332","0.08623723983939176","260814605","0.0888786671195858","265116684","0.09034470099971748","519882205","0.1771620014898754","1153318343","0.3930201573274982","39946865","0.013612827076175558","38326369","0.013060605222830266","0","0.0","52592831","0.017922235295548854"
"2016-09-05 - 2016-09-11","32405621","0.010577971334132779","26338130","0.008597396857003992","177344511","0.057889498665178965","129013088","0.04211296387722209","260306203","0.08497018321083702","268055914","0.087499874612394","282485433","0.09221001543479403","540943698","0.17657698739437144","1208816819","0.39458678047242396","41538848","0.013559275515716816","41271444","0.013471988441457926","0","0.0","54980841","0.017947064184467013"
"2016-09-12 - 2016-09-18","33525621","0.010655589280770584","27055164","0.008599056688849707","181531405","0.057696890782163994","132126242","0.04199423980733123","265748430","0.0844639424304657","273284118","0.08685904187623082","290868379","0.09244792158771692","560087342","0.17801491813411865","1240231722","0.39418807015132823","42739842","0.013584183937324485","36706141","0.011666467343827985","0","0.0","62390005","0.019829677979871667"
"2016-09-19 - 2016-09-25","34439562","0.010733806861619257","27593225","0.008600003328706795","183229775","0.05710737599241107","135994891","0.04238564050730271","270751811","0.08438544156594212","275034051","0.08572009085953941","298772243","0.09311859285477488","569382103","0.1774597924347761","1267462579","0.39503111355817594","43998921","0.013713180212153791","44083823","0.013739641688933466","0","0.0","57770309","0.018005320135664464"
"2016-09-26 - 2016-10-02","34857326","0.010850086969355646","27580132","0.008584904958754113","184111632","0.057308676496585026","134585538","0.041892622288855985","268739336","0.08365085628446911","273401500","0.08510205437308321","296360933","0.09224866810980802","574540214","0.17883790883133732","1273174116","0.3963026276236018","44242182","0.013771323778939925","43416539","0.01351432476657622","0","0.0","57621575","0.01793594551863356"
"2016-10-03 - 2016-10-09","35801599","0.010870615959263545","28469721","0.00864440170558808","182818401","0.05551005215039816","139980511","0.0425029724751251","272213759","0.08265360530172189","277638577","0.08430076952829456","305224638","0.09267686119279864","596178547","0.18102063060336362","1304862704","0.39620189407602113","46043390","0.013980381439180846","44688620","0.01356902594684288","0","0.0","59508271","0.01806878962140155"
"2016-10-10 - 2016-10-16","36663919","0.01090531010480929","29000353","0.008625860280073616","180481744","0.05368246058411823","142143775","0.042279221319555","276489731","0.08223906062388756","281518581","0.08373484095005973","311636299","0.09269305009401937","613078030","0.18235382954003287","1338060970","0.3979926373116829","46887684","0.013946265103746951","45716935","0.013598037711582588","0","0.0","60346410","0.017949426376431946"
"2016-10-17 - 2016-10-23","37241331","0.010863592725186177","29651827","0.008649673989516623","182901193","0.05335373404625825","143232481","0.04178205495936672","281947937","0.08224645776689482","286075340","0.08345045407961284","315770659","0.09211281503176255","627720229","0.18311098798312556","1366447071","0.39860348868485823","48621127","0.014183169811185139","46661708","0.013611591690253005","0","0.0","61815177","0.018031979231980078"
"2016-10-24 - 2016-10-30","37672063","0.010972578583420349","28863419","0.008406923007207967","184175021","0.053643860465661074","140771828","0.04100200047610169","282709008","0.08234342798059167","285146799","0.08305347280392547","312914302","0.09114119310564775","633122084","0.1844067265333693","1369686948","0.39894278345242684","49707270","0.01447802118621146","46690763","0.013599416260727616","0","0.0","61832197","0.018009596144708824"
"2016-10-31 - 2016-11-06","37535357","0.011352196031811338","28025593","0.008476062333542202","166842703","0.05045991892213195","138958099","0.042026497311743884","261186910","0.07899338757489546","272720313","0.08248155079577227","308100702","0.09318199815290655","625018514","0.18903064367922276","1312516923","0.39695771123119544","48906070","0.014791155277555708","45555989","0.013777956542441863","0","0.0","61072999","0.018470922146780644"
"2016-11-07 - 2016-11-13","38787366","0.010951752788877542","28141697","0.007945909722343526","186596637","0.05268623395720968","145730255","0.04114746349675008","287037119","0.08104596657890163","287408573","0.08115084795652441","327156184","0.09237372938705182","665787329","0.18798745543007686","1410373689","0.39822410167953287","51922864","0.014660608060328439","48824240","0.013785700389782241","0","0.0","63892332","0.01804023055262092"
"2016-11-14 - 2016-11-20","40014790","0.011028873800192558","29711733","0.008189145904352282","190082106","0.05239041761180865","148133092","0.04082843311936196","292394289","0.08058969479230133","291733205","0.08040748686349984","333303939","0.091865209847111","685168745","0.18884616464165668","1448013503","0.399101386901237","53678335","0.014794819178595195","50389733","0.013888414910646747","0","0.0","65561123","0.018069952429236834"
"2016-11-21 - 2016-11-27","39609732","0.010866545410672158","29867946","0.008193981002762247","190481314","0.05225669914821696","149341297","0.04097033490504751","294026098","0.08066320534154943","289332962","0.0793756890447348","339159641","0.09304515467041702","688354721","0.18884343459827155","1453589533","0.39877817574787516","54204027","0.014870348550623864","51328886","0.014081581531483584","0","0.0","65811879","0.018054850048345727"
"2016-11-28 - 2016-12-04","39631290","0.010924294822309954","30198259","0.00832409655190318","183540231","0.05059253925872393","149404853","0.04118318283497408","289858717","0.07989904142218197","287398854","0.07922098454756367","336428969","0.09273604881702756","692688460","0.1909383458638832","1446804013","0.3988089610031156","54128465","0.01492041540760055","51533966","0.014205246358291573","0","0.0","66196120","0.018246843112424763"
"2016-12-05 - 2016-12-11","39996089","0.01106183967431065","30202515","0.00835320120152154","178433023","0.04934976249874293","148601422","0.04109914610747514","288222417","0.07971454827486528","284404353","0.07865857473119561","333392089","0.09220726149503035","695076568","0.19223943512542147","1445293749","0.39972927687308074","54307399","0.015019962098464639","51883591","0.01434960216658951","0","0.0","65868279","0.018217389753302202"
"2016-12-12 - 2016-12-18","39909045","0.011099969527059307","29807616","0.00829044216102604","174814283","0.04862138931650011","148790669","0.04138339796932671","285603961","0.07943550801347002","280864752","0.07811738387688982","331511214","0.09220376917759963","695290555","0.19338232656161417","1436695677","0.3995905748773955","54295031","0.015101167907444053","52185029","0.014514309517271244","0","0.0","65651498","0.01825976109440342"
"2016-12-19 - 2016-12-25","39387276","0.011100597387791638","29253733","0.008244640023416547","171858425","0.04843521505841087","148812108","0.041940023913727045","280671836","0.07910232354043176","273408077","0.07705516333110557","329276850","0.09280077507696288","691046348","0.1947590202849202","1413556208","0.39838546717527384","53971648","0.015210941086751206","51846973","0.014612139540919344","0","0.0","65122801","0.018353693580289092"
"2016-12-26 - 2017-01-01","35123051","0.011521696433290138","25164772","0.008255002214840606","148840406","0.04882531346549752","129560926","0.042500910840233316","241364582","0.07917676182379386","233936322","0.07674001005221368","283346330","0.092948371704578","596926363","0.1958145477599299","1204392420","0.39508651596911887","46949061","0.015401077448255312","45689191","0.014987792176272269","0","0.0","57133620","0.018742000111976437"
"2017-01-02 - 2017-01-08","36037878","0.012132181682565335","28014762","0.00943119299027061","101449713","0.03415313048565485","140008488","0.047133974245577616","190665923","0.06418784198420374","228871574","0.077049806255038","298357395","0.10044226584253685","613825636","0.2066449122606003","1171804198","0.3944888604853139","47362864","0.0159447476639616","50667585","0.017057284744590735","0","0.0","63370707","0.021333801359686464"
"2017-01-09 - 2017-01-15","39256575","0.011076388681770424","29110211","0.008213554331837377","170402038","0.04807956896529597","145260642","0.0409858305508187","280033383","0.07901246081654047","267499811","0.07547606684832102","323568614","0.09129608820651682","699428829","0.1973464461746737","1413951363","0.398951637367933","55134813","0.015556492604989834","54002202","0.015236922197707775","0","0.0","66518858","0.018768543253594946"
"2017-01-16 - 2017-01-22","39791651","0.010936863558034653","29568682","0.008127047571484662","174611905","0.04799264500468978","149543481","0.04110250785247758","286642089","0.07878450224101095","270658140","0.07439126232916149","334828422","0.09202867120959742","719172971","0.19766700955568323","1452086056","0.39911053373977035","56884427","0.01563486814548063","56389820","0.015498923817012107","0","0.0","68127871","0.018725164975597165"
"2017-01-23 - 2017-01-29","40785076","0.010851691578619472","31000948","0.00824842710458159","179573183","0.04777906501159868","156649165","0.041679667940995674","294567624","0.07837565399399395","277551400","0.07384814460108016","345983226","0.0920558112954797","741474373","0.19728420290908008","1501230888","0.39943273821220854","59033705","0.01570710716349299","59381528","0.01579965248374568","0","0.0","71176106","0.018937837705123483"
"2017-01-30 - 2017-02-05","41148015","0.010780312013575538","32590323","0.008538294023738622","181933879","0.04766460742906063","160797207","0.04212703972163645","295656883","0.07745874127102358","280108185","0.07338515920771244","352695571","0.09240222890912682","754056237","0.19755415931103026","1522935736","0.3989918447026984","60369982","0.015816248784150073","61697965","0.016164165228934206","0","0.0","72969577","0.019117199397312976"
"2017-02-06 - 2017-02-12","40696837","0.010764279133794151","32236701","0.008526580282311891","179695128","0.04752921011465508","157892235","0.04176236326667407","291399546","0.07707493465904705","277170794","0.07331144173075065","350527517","0.09271423322318081","746219300","0.19737437679062078","1511351344","0.39975115845123166","59949460","0.015856581713223242","61069793","0.01615290884878911","0","0.0","72521712","0.01918193178572155"
"2017-02-13 - 2017-02-19","34442491","0.00923519612482044","31533834","0.008455286859406627","176540260","0.04733641144093768","154824612","0.041513712140310306","287824904","0.07717558634326463","273562279","0.07335129444957532","347973886","0.09330356168274558","739465058","0.19827557879253624","1491627568","0.39995577368863766","60174987","0.01613494815904925","60231169","0.016150012452415388","0","0.0","71280225","0.019112637866300932"
"2017-02-20 - 2017-02-26","33485260","0.00978513634812145","29751495","0.008694047325164971","143690923","0.04198967765346366","148618246","0.04342955082112713","245440896","0.07172327862364207","252467234","0.07377653057264849","330961957","0.09671443122395074","693864010","0.20276246757242755","1360995162","0.3977130005651335","56684819","0.016564562520451846","57895310","0.01691829486367313","0","0.0","68198179","0.0199290219101955"
"2017-02-27 - 2017-03-05","34147788","0.009336049751718836","30155466","0.008244543712824555","170005572","0.04647974499143014","151537760","0.041430621117362815","280574877","0.07670953710835948","265674567","0.07263577293142265","345251547","0.09439222299406022","725001669","0.19821640136289914","1465927850","0.40078658506460874","59310369","0.016215532197189537","59817454","0.01635416989718786","0","0.0","70222119","0.01919881887093596"
"2017-03-06 - 2017-03-12","33791312","0.009750232734342563","29195065","0.008424019713832328","151361165","0.04367414280011459","145434310","0.041963992699026426","255374342","0.07368637444085016","252217422","0.07277546856292211","330097516","0.09524719271120247","698940865","0.20167420848568138","1386554343","0.40007998337156747","56863138","0.01640743719879946","58263433","0.016811481946950587","0","0.0","67599952","0.019505465334710474"
"2017-03-13 - 2017-03-19","34427446","0.00938965338644065","29693166","0.00809843799293286","168823020","0.04604435779093627","149772572","0.04084858742863837","276947129","0.07553385016361265","262939277","0.07171338451046605","346106510","0.09439620248596585","732306850","0.1997274934079102","1474934425","0.4022698349008853","58594003","0.015980778205100188","61273002","0.016711441526237082","0","0.0","70712618","0.019285978200874503"
"2017-03-20 - 2017-03-26","35397333","0.009595148240353558","29115006","0.007892199070161112","168784762","0.04575245293488055","150322410","0.040747866733270716","274427251","0.07438894208605247","265015530","0.07183770868686253","348124715","0.09436609946166943","736594282","0.1996684701863497","1487821853","0.40330358320420684","60225468","0.0163253060140059","61698763","0.016724671805964625","0","0.0","71559248","0.01939755157622253"
"2017-03-27 - 2017-04-02","36283117","0.00977640046871097","29551492","0.007962579958053452","170044276","0.045818029900463554","151252044","0.04075450722315539","275103860","0.07412608750919049","265470850","0.07153049563986191","347125840","0.09353224048743357","746346746","0.20110137388183347","1494321840","0.40264150229929363","61462122","0.016560824097024817","61691145","0.016622533805276885","0","0.0","72642775","0.01957342472970185"
"2017-04-03 - 2017-04-09","35430442","0.009480094211802952","29792986","0.007971684748695102","170359724","0.045583011169229797","154258067","0.041274704055078174","275442393","0.07369989444569881","262632469","0.07027235362173631","358914930","0.09603457248494562","739897711","0.19797382170330682","1510300000","0.4041097282412112","61409684","0.0164313386165786","65018812","0.017397030025747474","0","0.0","73894037","0.01977176667596902"
"2017-04-10 - 2017-04-16","34183121","0.009452899024821338","28903706","0.007992945239292885","163010992","0.045078576859964276","149335935","0.041296917105149135","265625501","0.07345528921629418","252656795","0.06986896167468104","345759799","0.09561539061309007","717183947","0.19832792427624787","1465630390","0.4053010865912307","59355510","0.01641399691376259","63250024","0.01749097427907552","0","0.0","71256416","0.01970503820639033"
"2017-04-17 - 2017-04-23","36307208","0.009822381103967803","29220508","0.007905178652887328","166022596","0.04491497142336256","149277147","0.04038473649494127","271361938","0.07341298102975262","258260902","0.06986868843504795","347670297","0.09405708518439847","738426734","0.19977049181821582","1499769395","0.4057405506299802","62706405","0.016964295562736525","64513459","0.017453167443588654","0","0.0","72838823","0.019705472221120814"
"2017-04-24 - 2017-04-30","33167248","0.00961866349690646","27739326","0.008044539674349475","155991370","0.045238257224459184","142064698","0.041199454499560535","253150178","0.07341478486137809","239609426","0.06948790081651965","326611253","0.09471885448289169","674390067","0.19557640477525304","1406265118","0.40782373495321217","58133509","0.01685900081204757","62469598","0.018116487745652603","0","0.0","68626146","0.019901916657769535"
"2017-05-01 - 2017-05-07","32357022","0.00981858214435061","27916743","0.008471200914231999","138326102","0.04197438797658268","141354044","0.04289320236114901","230739302","0.07001672745461937","228705213","0.06939949296575262","316812097","0.09613510163940531","649068842","0.19695680716586117","1344713969","0.4080469631995874","55301269","0.016780903148730125","62974309","0.019109250100340442","0","0.0","67219329","0.020397380929389274"
"2017-05-08 - 2017-05-14","34655954","0.010217040059931038","28649353","0.008446213521985442","133063076","0.03922877950466025","146133482","0.04308211049943139","228127502","0.06725504733489657","234645250","0.0691765668641681","334279407","0.0985500526844245","679324659","0.20027402087104548","1377998481","0.4062524345138824","58641982","0.017288442825372948","65728737","0.01937771325001388","0","0.0","70728051","0.020851578070188045"
"2017-05-15 - 2017-05-21","34754928","0.009887004003523481","27737064","0.007890577785515395","153624345","0.043702709269133645","141791240","0.04033645408629702","255320353","0.0726329616419297","239582742","0.06815596134537046","336571752","0.09574717747931782","688700905","0.19592008951839135","1441240624","0.41000090172906356","61159269","0.017398451737709528","64084563","0.018230632816878596","0","0.0","70645518","0.02009707858686947"
"2017-05-22 - 2017-05-28","33865051","0.01005896032671556","25890616","0.007690308193489126","147081204","0.04368763525091275","133475968","0.03964646226819371","246440920","0.07320052277964334","232375285","0.06902259715256952","321977898","0.09563732539665361","659741281","0.195963424696319","1379137827","0.4096462954349518","58337875","0.017328140748109063","60451010","0.017955806748966234","0","0.0","67880256","0.020162521003476295"
"2017-05-29 - 2017-06-04","35463054","0.010399399875983201","26298612","0.0077119636219523105","148119070","0.04343532957394892","135394043","0.039703765896277984","248671842","0.07292203099189694","236596675","0.06938103618072596","326333787","0.09569608821780912","665170496","0.19505860870330247","1397300772","0.4097529072100794","60090654","0.017621345859139756","61022352","0.017894562600869156","0","0.0","69644459","0.020422961268014798"
"2017-06-05 - 2017-06-11","33304277","0.010377189979741195","24883330","0.007753329782195646","139865072","0.04358018111830444","127627461","0.03976709686353528","234295715","0.0730035708625141","217832764","0.06787392429627367","306155985","0.09539431886720723","626734933","0.19528264993356165","1317715914","0.4105835529444554","56251608","0.017527287047304153","58246098","0.018148744815106588","0","0.0","66460196","0.0207081534898006"
"2017-06-12 - 2017-06-18","33704561","0.010744154582104416","25299656","0.00806488519278045","128070388","0.04082557390562334","128334301","0.04090970264025445","218902664","0.06978058727572399","207801989","0.06624197515240626","306329793","0.09765012661331049","624273811","0.19900257199443824","1282220943","0.4087393400555995","55365016","0.017648955295536537","59274400","0.01889516722563127","0","0.0","67436260","0.021496960066591127"
"2017-06-19 - 2017-06-25","33090486","0.010318277751058732","25137331","0.007838324380557569","139943379","0.04363715461730237","129014459","0.04022929798808573","233631595","0.07285102094399169","209693841","0.06538674875081457","304905683","0.09507571224763112","632504083","0.1972274691605528","1313333941","0.409523884996146","56836691","0.017722821121125266","60215014","0.01877625004467719","0","0.0","68671134","0.021413037998056984"
"2017-06-26 - 2017-07-02","31999398","0.010324779622289832","24351729","0.007857217668492525","134235967","0.04331196407694827","127127595","0.04101840923028348","225898319","0.0728873199652296","200762383","0.06477707364747132","297374197","0.09594940034123148","608536693","0.19634767026873579","1267142491","0.4088504092987742","54679817","0.017642740038801265","59589618","0.019226914007145865","0","0.0","67583247","0.0218061018345964"
"2017-07-03 - 2017-07-09","30224088","0.009736984662139849","24399135","0.007860419254486009","134620696","0.04336936989326498","129728163","0.04179319268057247","224584618","0.07235212459739189","199055464","0.0641276587033207","300069842","0.09667042556006082","611005349","0.19684133105020096","1265387666","0.4076569753073423","54916853","0.017691999684291176","60582382","0.01951720509581289","0","0.0","69475822","0.02238231351111598"
"2017-07-10 - 2017-07-16","28064221","0.009362548761417348","23113301","0.007710864579131426","131039177","0.04371618525661192","124159905","0.04142118054071216","217996416","0.07272612607398654","189740735","0.06329970404183559","291923301","0.0973889900669758","589469688","0.19665390666918814","1222464648","0.4078283475607213","52834840","0.01762631379654841","58772782","0.01960727993551475","0","0.0","67918966","0.022658552717356627"
"2017-07-17 - 2017-07-23","26283079","0.008863977544177472","22956168","0.007741975651040179","127498048","0.0429987610811679","124155012","0.04187132102616609","214363187","0.0722940594542335","186579828","0.06292411195767798","289871332","0.09775920764644098","583858766","0.19690657212555535","1212639536","0.40896310574137035","50522066","0.017038584349628603","58366094","0.01968398552381749","0","0.0","68063200","0.02295433789872412"
"2017-07-24 - 2017-07-30","25275122","0.008548701237620773","22546830","0.0076259221825091565","125789874","0.04254539509419425","115473013","0.03905596535379333","213408275","0.07218020884769673","185224432","0.0626477027915436","289195253","0.09781332874417589","587995082","0.19887517398366378","1205853511","0.4078509057987951","49769480","0.01683332785779401","58765118","0.01987588574154185","0","0.0","77307744","0.02614748236667146"
"2017-07-31 - 2017-08-06","25387666","0.008430374561910252","22737926","0.007550486639496428","126468780","0.041995951332738674","111884566","0.03715303325153123","215010328","0.07139756761094855","200990303","0.06674199737785402","294428563","0.09776964403955017","595631849","0.19778894160940863","1221934230","0.4057625166850467","50395365","0.016734575093834237","60621629","0.020130367203631906","0","0.0","85960518","0.028544544594049266"
"2017-08-07 - 2017-08-13","25035020","0.008280530259834752","22802311","0.007542044153735959","124894990","0.04131000270807687","112661151","0.03726356399808397","212520332","0.07029277547835502","221167787","0.0731529894026123","296324017","0.09801150506307915","593732745","0.19638178684208163","1215787093","0.40213116718512815","49962901","0.01652562345065544","61058746","0.020195661672351935","0","0.0","87412428","0.028912349786004824"
"2017-08-14 - 2017-08-20","24761881","0.008094526717193063","22725479","0.007428837773936072","125509100","0.04102825480830216","114027889","0.037275108220398326","214779708","0.0702103400269521","221171550","0.07229979905638032","303910198","0.09934662141936772","601344294","0.19657623966509655","1226919953","0.40107358319894026","50767760","0.01659570973998483","62602084","0.020464287082631746","0","0.0","90569519","0.029606692290816874"
"2017-08-21 - 2017-08-27","25609355","0.008105273072099886","22908011","0.007250306955941217","127836600","0.04045984569345087","116304723","0.03681004615266321","221800299","0.07019903433211822","228218487","0.0722303688334391","314163147","0.09943155911678597","625865692","0.19808434613518228","1265608504","0.40056075318147694","53266259","0.016858588383979144","63929670","0.02023352141275061","0","0.0","94081135","0.02977635673011265"
"2017-08-28 - 2017-09-03","25929373","0.008153431726918169","22494323","0.007073288151770776","127904875","0.04021939388401341","113652173","0.0357376645077917","225856814","0.07102015590613223","231183350","0.07269507290535823","314239359","0.09881184398546884","635935190","0.19996835844853378","1271724025","0.39989069590379506","54308818","0.01707728296139766","63078786","0.019834979236400416","0","0.0","93871993","0.029517832382419742"
"2017-09-04 - 2017-09-10","26525270","0.007832510779396893","23684287","0.006993611496879379","133745103","0.03949290472591034","122416860","0.03614784601739852","235727357","0.06960672086283154","242445588","0.07159051279882234","338694537","0.10001137074100809","681626151","0.20127388619329092","1352375833","0.3993361157028129","56361075","0.01664257244038974","69028173","0.020382974767253023","15645869","0.004619988320402834","88284190","0.026068985153603466"
"2017-09-11 - 2017-09-17","26317846","0.0076108836937659715","24205054","0.006999883303341952","134628316","0.03893329472949924","125530215","0.036302205979107736","237870428","0.06878998234484436","244555744","0.0707233154349488","350487070","0.1013576994841756","695972219","0.20126888852914562","1383427191","0.4000746660457837","56476312","0.016332440051698743","71091983","0.02055916028128547","19054820","0.005510482082220776","88305306","0.025537098040182105"
"2017-09-18 - 2017-09-24","27889282","0.007544248614404778","26271961","0.007106751811392863","141366685","0.03824069108104851","132724057","0.035902798900324176","259420698","0.07017513901700376","264235125","0.07147747567177683","373868675","0.1011341286354414","739412307","0.20001627408545658","1483082225","0.40118426214789626","60126288","0.0162645874115118","73873419","0.01998328386267146","19809919","0.0053587236117165335","94680087","0.025611635149355005"
"2017-09-25 - 2017-10-01","29785021","0.007495547016557465","27732087","0.006978916079184971","151119173","0.03802988308535291","143373798","0.03608072137506341","283701273","0.07139482058544476","284120476","0.0715003150820235","404532052","0.10180248036321576","785218995","0.19760422177699655","1596601041","0.4017925040073026","65560684","0.01649866855422619","78011313","0.019631930573924407","21357455","0.005374708586121537","102582072","0.025815282914585923"
"2017-10-02 - 2017-10-08","29429061","0.007391842537523855","28426424","0.007140005252389433","151235223","0.037986497582892846","144106812","0.036196019400298","279182799","0.07012372190173422","286116531","0.07186530159880272","406976900","0.10222239714714623","786528173","0.19755616416515365","1598275994","0.4014468718234816","66011395","0.016580407968921927","78375193","0.0196858841505015","22194251","0.005574639592825655","104430192","0.026230246878328308"
"2017-10-09 - 2017-10-15","29035957","0.006981973406944995","29069974","0.006990153119753635","155168116","0.037311656699235224","152081992","0.03656956868407062","284644140","0.06844540429381156","297127729","0.07144720259586962","422169759","0.1015147539498828","826675380","0.19878199707129154","1675094589","0.4027925056685906","69220566","0.01664474675402229","82566916","0.019854004185412628","23111185","0.005557305346367127","112737162","0.027108728224747324"
"2017-10-16 - 2017-10-22","26747457","0.006293229091853206","29191194","0.0068681995191816085","158347318","0.03725647444744114","155634452","0.03661818246949724","289634554","0.06814616437139157","304498195","0.07164333039925216","423691096","0.09968742566092803","854352306","0.20101480252164053","1707896186","0.40183939593211915","71601819","0.01684670996425595","85296254","0.020068781383549856","23799352","0.00559958931324405","119505799","0.028117714925645517"
"2017-10-23 - 2017-10-29","25198831","0.006077258760347548","28522428","0.006878818125705204","156749619","0.037803658243070505","152930818","0.03688266941500645","283539702","0.06838190779111274","300537598","0.07248132860843068","417144510","0.10060367989802327","829221681","0.1999852582497724","1658966997","0.4000968027304804","69367469","0.01672950854995563","83002714","0.02001795126087881","22981582","0.005542519831024922","118250083","0.02851863853619141"
"2017-10-30 - 2017-11-05","28291275","0.006773615678635035","28239334","0.006761179746639605","152723609","0.03656572679810742","151397295","0.03624817513932947","287332094","0.06879425465601799","307263601","0.07356633962970772","408138027","0.09771811764349145","842809063","0.2017888795479349","1676806104","0.4014679478420583","70770070","0.016944066880340277","78615051","0.018822345123374357","23418897","0.0056070505092308135","120882942","0.028942300805132656"
"2017-11-06 - 2017-11-12","27827200","0.006520184136868112","28791315","0.006746085676696647","145490842","0.034089922093059485","164418466","0.03852484884650231","275794019","0.06462122627238467","314031708","0.07358068943246891","426439020","0.09991881804657256","870299420","0.2039196351989966","1712992108","0.4013707440619922","72571973","0.01700432048987397","76882073","0.01801421892192302","24570975","0.005757218887361392","127745809","0.02993208793530013"
"2017-11-13 - 2017-11-19","26789047","0.006158723288515452","28217923","0.0064872176876480826","157725494","0.03626062819966698","167184556","0.03843523879432201","293093718","0.06738138563735321","316688775","0.07280581999814811","436362185","0.10031838575620057","877802534","0.20180422651330882","1742539182","0.40060464417917013","73599163","0.016920231585070746","74967927","0.01723490641181175","25458674","0.005852874440009859","129343615","0.029735717508774257"
"2017-11-20 - 2017-11-26","18582933","0.004445865710273314","27645210","0.006613966223324646","155362100","0.03716953793386941","163767377","0.03918045476813066","276937189","0.06625571713973138","298696757","0.07146157550673732","444944293","0.10645050354701827","817234161","0.19551883083547042","1676108458","0.40099983786850435","67669824","0.016189637563770485","75394712","0.018037775028125643","26398938","0.006315802421600034","131081329","0.03136049545344403"
"2017-11-27 - 2017-12-03","22990848","0.005342837060871683","27585474","0.0064105809767831205","158894351","0.03692541603015051","160689823","0.03734266529139382","285723757","0.0663992680074739","310069896","0.07205706078390099","443722109","0.10311646306797144","867098238","0.20150472924717416","1718137642","0.3992775503259508","72353652","0.016814245972789375","75097177","0.017451813018921295","26441567","0.006144748732848902","134311533","0.031212621483769985"
